Gender,HoursStudied/Week,Tutoring,Region,Attendance(%),Parent Education,Exam_Score,Study_Category,Attendance_Category,Score_Category,Study_Efficiency
Female,15.7,Yes,Urban,86.6,Tertiary,100.0,Very High (15h+),Good (75-90%),Excellent (85+),5.9880239520958085
Male,13.9,No,Rural,55.7,Secondary,74.4,High (10-15h),Poor (<60%),Good (70-85),4.993288590604027
Male,11.2,No,Rural,87.0,Primary,70.0,High (10-15h),Good (75-90%),Pass (50-70),5.7377049180327875
Female,10.9,No,Urban,96.4,,70.1,High (10-15h),Excellent (90%+),Good (70-85),5.890756302521008
Male,10.8,Yes,Urban,94.3,Secondary,98.1,High (10-15h),Excellent (90%+),Excellent (85+),8.313559322033898
Female,7.3,Yes,Rural,51.7,Secondary,61.4,Medium (5-10h),Poor (<60%),Pass (50-70),7.397590361445783
Female,8.5,Yes,Rural,96.2,Tertiary,76.6,Medium (5-10h),Excellent (90%+),Good (70-85),8.063157894736841
Female,8.1,No,Urban,94.9,Primary,66.9,Medium (5-10h),Excellent (90%+),Pass (50-70),7.351648351648352
Female,9.5,No,Rural,98.2,,70.3,Medium (5-10h),Excellent (90%+),Good (70-85),6.6952380952380945
Male,7.9,No,Rural,77.9,Secondary,56.1,Medium (5-10h),Good (75-90%),Pass (50-70),6.303370786516854
Male,8.9,No,Urban,59.3,Tertiary,63.0,Medium (5-10h),Poor (<60%),Pass (50-70),6.363636363636363
Male,12.3,No,Rural,56.0,Secondary,60.0,High (10-15h),Poor (<60%),Pass (50-70),4.511278195488722
Female,6.0,No,Rural,74.5,Secondary,55.1,Medium (5-10h),Fair (60-75%),Pass (50-70),7.871428571428572
Female,3.6,No,Urban,77.2,Tertiary,48.9,Low (0-5h),Good (75-90%),Fail (<50),10.630434782608695
Female,12.1,No,Urban,55.6,Tertiary,77.2,High (10-15h),Poor (<60%),Good (70-85),5.893129770992367
Male,9.7,Yes,Urban,50.7,Primary,76.4,Medium (5-10h),Poor (<60%),Good (70-85),7.140186915887852
Female,7.6,No,Urban,58.5,Secondary,52.7,Medium (5-10h),Poor (<60%),Pass (50-70),6.127906976744186
Female,8.4,No,Urban,71.5,,59.9,Medium (5-10h),Fair (60-75%),Pass (50-70),6.372340425531915
Female,8.0,Yes,Urban,70.1,Primary,80.4,Medium (5-10h),Fair (60-75%),Good (70-85),8.933333333333334
Female,13.5,No,Rural,57.0,Tertiary,73.8,High (10-15h),Poor (<60%),Good (70-85),5.089655172413793
Male,6.3,No,Urban,64.2,Primary,50.8,Medium (5-10h),Fair (60-75%),Pass (50-70),6.9589041095890405
Male,0.0,No,Urban,81.3,Secondary,27.7,,Good (75-90%),Fail (<50),27.7
Female,5.6,No,Rural,65.8,Secondary,42.2,Medium (5-10h),Fair (60-75%),Fail (<50),6.3939393939393945
Female,8.9,No,Urban,53.1,Primary,54.1,Medium (5-10h),Poor (<60%),Pass (50-70),5.4646464646464645
Male,10.3,No,Urban,73.6,Tertiary,76.9,High (10-15h),Fair (60-75%),Good (70-85),6.8053097345132745
Male,16.0,No,Rural,69.2,,80.8,Very High (15h+),Fair (60-75%),Good (70-85),4.752941176470588
Male,12.2,Yes,Urban,88.9,Tertiary,100.0,High (10-15h),Good (75-90%),Excellent (85+),7.575757575757576
Female,7.2,No,Urban,50.2,Primary,52.0,Medium (5-10h),Poor (<60%),Pass (50-70),6.341463414634147
Female,7.5,No,Urban,69.9,Tertiary,67.9,Medium (5-10h),Fair (60-75%),Pass (50-70),7.988235294117648
Male,12.7,No,Urban,98.1,Secondary,94.1,High (10-15h),Excellent (90%+),Excellent (85+),6.868613138686132
Female,3.1,Yes,Rural,63.3,Tertiary,49.1,Low (0-5h),Fair (60-75%),Fail (<50),11.975609756097562
Female,10.4,Yes,Rural,86.7,Secondary,86.9,High (10-15h),Good (75-90%),Excellent (85+),7.62280701754386
Female,5.5,No,Rural,99.9,Tertiary,57.3,Medium (5-10h),Excellent (90%+),Pass (50-70),8.815384615384614
Female,6.6,No,Rural,98.8,Tertiary,58.1,Medium (5-10h),Excellent (90%+),Pass (50-70),7.644736842105264
Female,9.2,No,Urban,81.2,Secondary,67.5,Medium (5-10h),Good (75-90%),Pass (50-70),6.61764705882353
Male,5.1,Yes,Rural,87.1,Secondary,61.6,Medium (5-10h),Good (75-90%),Pass (50-70),10.098360655737705
Male,7.4,Yes,Urban,99.0,Secondary,86.3,Medium (5-10h),Excellent (90%+),Excellent (85+),10.273809523809524
Male,10.4,No,Urban,97.9,,76.7,High (10-15h),Excellent (90%+),Good (70-85),6.728070175438597
Female,13.2,No,Rural,76.6,,73.8,High (10-15h),Good (75-90%),Good (70-85),5.197183098591549
Male,11.1,No,Rural,61.9,Tertiary,65.9,High (10-15h),Fair (60-75%),Pass (50-70),5.446280991735538
Female,5.5,No,Rural,82.4,Secondary,49.6,Medium (5-10h),Good (75-90%),Fail (<50),7.630769230769231
Male,6.9,No,Urban,93.8,Primary,60.7,Medium (5-10h),Excellent (90%+),Pass (50-70),7.6835443037974684
Female,8.9,No,Rural,92.6,Tertiary,65.2,Medium (5-10h),Excellent (90%+),Pass (50-70),6.585858585858586
Female,6.7,No,Urban,87.2,Secondary,52.3,Medium (5-10h),Good (75-90%),Pass (50-70),6.792207792207791
Male,7.0,No,Urban,52.2,Secondary,46.4,Medium (5-10h),Poor (<60%),Fail (<50),5.8
Male,11.4,No,Rural,71.9,Secondary,68.6,High (10-15h),Fair (60-75%),Pass (50-70),5.532258064516128
Male,12.7,Yes,Rural,58.4,Secondary,79.0,High (10-15h),Poor (<60%),Good (70-85),5.766423357664234
Female,14.3,No,Urban,70.9,Secondary,87.3,High (10-15h),Fair (60-75%),Excellent (85+),5.705882352941176
Male,5.4,No,Urban,68.2,Tertiary,46.1,Medium (5-10h),Fair (60-75%),Fail (<50),7.203125
Male,8.4,No,Urban,91.3,Secondary,58.7,Medium (5-10h),Excellent (90%+),Pass (50-70),6.24468085106383
Female,9.1,Yes,Urban,76.7,,79.1,Medium (5-10h),Good (75-90%),Good (70-85),7.8316831683168315
Female,0.0,No,Urban,95.2,Primary,32.8,,Excellent (90%+),Fail (<50),32.8
Female,8.3,No,Rural,58.6,Secondary,57.2,Medium (5-10h),Poor (<60%),Pass (50-70),6.150537634408602
Female,7.1,Yes,Urban,94.2,Primary,90.3,Medium (5-10h),Excellent (90%+),Excellent (85+),11.148148148148149
Male,12.8,No,Urban,68.9,Tertiary,72.7,High (10-15h),Fair (60-75%),Good (70-85),5.268115942028985
Female,16.0,No,Urban,94.3,Tertiary,100.0,Very High (15h+),Excellent (90%+),Excellent (85+),5.882352941176471
Male,6.4,No,Rural,74.1,Secondary,53.9,Medium (5-10h),Fair (60-75%),Pass (50-70),7.283783783783783
Male,14.4,No,Urban,92.0,Secondary,92.1,High (10-15h),Excellent (90%+),Excellent (85+),5.98051948051948
Male,16.0,No,Urban,69.4,,85.8,Very High (15h+),Fair (60-75%),Excellent (85+),5.047058823529412
Male,12.9,No,Urban,59.9,Primary,68.5,High (10-15h),Poor (<60%),Pass (50-70),4.928057553956834
Female,11.2,No,Rural,87.8,Primary,74.2,High (10-15h),Good (75-90%),Good (70-85),6.081967213114755
Female,7.9,No,Urban,89.7,Secondary,63.1,Medium (5-10h),Good (75-90%),Pass (50-70),7.089887640449438
Female,5.0,No,Rural,62.2,Tertiary,43.5,Low (0-5h),Fair (60-75%),Fail (<50),7.25
Male,10.8,No,Rural,72.8,Secondary,63.5,High (10-15h),Fair (60-75%),Pass (50-70),5.381355932203389
Female,7.9,No,Urban,67.1,Tertiary,56.7,Medium (5-10h),Fair (60-75%),Pass (50-70),6.370786516853933
Male,9.6,No,Rural,79.0,Secondary,65.8,Medium (5-10h),Good (75-90%),Pass (50-70),6.2075471698113205
Male,11.2,Yes,Rural,89.4,Secondary,90.2,High (10-15h),Good (75-90%),Excellent (85+),7.39344262295082
Female,9.3,No,Rural,65.8,Primary,59.0,Medium (5-10h),Fair (60-75%),Pass (50-70),5.7281553398058245
Female,8.2,No,Urban,68.9,,62.1,Medium (5-10h),Fair (60-75%),Pass (50-70),6.750000000000001
Female,3.5,No,Rural,89.5,Primary,45.8,Low (0-5h),Good (75-90%),Fail (<50),10.177777777777777
Female,6.5,No,Rural,50.8,Primary,48.5,Medium (5-10h),Poor (<60%),Fail (<50),6.466666666666667
Female,16.0,No,Rural,82.0,Tertiary,89.7,Very High (15h+),Good (75-90%),Excellent (85+),5.276470588235294
Female,12.4,No,Urban,85.5,Secondary,79.2,High (10-15h),Good (75-90%),Good (70-85),5.91044776119403
Male,9.4,No,Urban,57.7,Tertiary,61.8,Medium (5-10h),Poor (<60%),Pass (50-70),5.942307692307692
Male,4.0,No,Rural,71.0,Secondary,42.0,Low (0-5h),Fair (60-75%),Fail (<50),8.4
Female,9.6,Yes,Rural,89.2,Primary,77.2,Medium (5-10h),Good (75-90%),Good (70-85),7.283018867924529
Female,12.0,No,Urban,66.3,Tertiary,79.7,High (10-15h),Fair (60-75%),Good (70-85),6.130769230769231
Female,15.2,Yes,Rural,52.4,Secondary,99.6,Very High (15h+),Poor (<60%),Excellent (85+),6.148148148148148
Female,7.9,No,Urban,55.9,Secondary,58.5,Medium (5-10h),Poor (<60%),Pass (50-70),6.573033707865168
Female,12.1,No,Urban,63.6,Tertiary,75.8,High (10-15h),Fair (60-75%),Good (70-85),5.786259541984733
Female,9.7,No,Urban,92.5,Secondary,82.4,Medium (5-10h),Excellent (90%+),Good (70-85),7.700934579439253
Female,1.5,Yes,Rural,51.1,Secondary,37.9,Low (0-5h),Poor (<60%),Fail (<50),15.16
Female,3.3,No,Urban,59.7,Primary,37.2,Low (0-5h),Poor (<60%),Fail (<50),8.651162790697676
Female,10.8,Yes,Rural,70.1,Primary,89.4,High (10-15h),Fair (60-75%),Excellent (85+),7.576271186440678
Female,10.3,No,Urban,64.5,Secondary,70.8,High (10-15h),Fair (60-75%),Good (70-85),6.265486725663716
Male,16.0,No,Rural,73.4,Tertiary,93.1,Very High (15h+),Fair (60-75%),Excellent (85+),5.476470588235294
Male,9.4,No,Rural,100.0,Secondary,65.6,Medium (5-10h),Excellent (90%+),Pass (50-70),6.307692307692307
Male,13.6,No,Urban,76.4,Secondary,90.7,High (10-15h),Good (75-90%),Excellent (85+),6.212328767123288
Male,10.2,Yes,Rural,61.5,Tertiary,79.8,High (10-15h),Fair (60-75%),Good (70-85),7.125
Female,9.4,No,Rural,96.2,Tertiary,67.9,Medium (5-10h),Excellent (90%+),Pass (50-70),6.528846153846154
Female,4.9,No,Urban,65.7,Secondary,40.7,Low (0-5h),Fair (60-75%),Fail (<50),6.898305084745763
Female,14.9,Yes,Urban,86.5,Tertiary,100.0,High (10-15h),Good (75-90%),Excellent (85+),6.289308176100628
Male,1.1,No,Rural,83.5,Primary,40.3,Low (0-5h),Good (75-90%),Fail (<50),19.19047619047619
Female,13.2,Yes,Urban,79.7,Tertiary,100.0,High (10-15h),Good (75-90%),Excellent (85+),7.042253521126761
Female,4.0,No,Rural,84.2,Secondary,43.7,Low (0-5h),Good (75-90%),Fail (<50),8.74
Female,8.8,Yes,Urban,50.4,Secondary,74.7,Medium (5-10h),Poor (<60%),Good (70-85),7.622448979591836
Female,7.9,No,Rural,76.2,Tertiary,56.6,Medium (5-10h),Good (75-90%),Pass (50-70),6.359550561797753
Female,10.0,No,Urban,60.2,Secondary,57.4,Medium (5-10h),Fair (60-75%),Pass (50-70),5.218181818181818
Female,13.8,No,Rural,65.2,,79.2,High (10-15h),Fair (60-75%),Good (70-85),5.351351351351351
Female,14.1,Yes,Urban,56.5,Primary,87.7,High (10-15h),Poor (<60%),Excellent (85+),5.80794701986755
Male,2.9,No,Urban,60.1,Tertiary,32.4,Low (0-5h),Fair (60-75%),Fail (<50),8.307692307692308
Male,11.3,No,Urban,66.0,,72.3,High (10-15h),Fair (60-75%),Good (70-85),5.878048780487804
Male,7.9,Yes,Urban,59.1,Primary,69.6,Medium (5-10h),Poor (<60%),Pass (50-70),7.820224719101122
Male,7.2,Yes,Urban,80.3,Primary,63.4,Medium (5-10h),Good (75-90%),Pass (50-70),7.731707317073171
Female,3.8,No,Urban,55.8,Tertiary,41.8,Low (0-5h),Poor (<60%),Fail (<50),8.708333333333334
Female,6.1,No,Urban,76.7,,59.4,Medium (5-10h),Good (75-90%),Pass (50-70),8.366197183098592
Male,6.8,No,Urban,74.4,Secondary,54.0,Medium (5-10h),Fair (60-75%),Pass (50-70),6.923076923076923
Female,8.8,No,Rural,81.8,Secondary,59.0,Medium (5-10h),Good (75-90%),Pass (50-70),6.020408163265306
Male,10.4,Yes,Urban,66.2,,72.5,High (10-15h),Fair (60-75%),Good (70-85),6.359649122807017
Male,12.0,Yes,Rural,90.5,Secondary,91.7,High (10-15h),Excellent (90%+),Excellent (85+),7.053846153846154
Female,8.1,No,Urban,51.9,Secondary,50.9,Medium (5-10h),Poor (<60%),Pass (50-70),5.593406593406593
Male,8.3,Yes,Urban,95.6,Tertiary,74.9,Medium (5-10h),Excellent (90%+),Good (70-85),8.053763440860216
Female,9.5,Yes,Urban,94.7,Tertiary,95.2,Medium (5-10h),Excellent (90%+),Excellent (85+),9.066666666666666
Male,10.0,Yes,Rural,71.1,Tertiary,78.4,Medium (5-10h),Fair (60-75%),Good (70-85),7.127272727272728
Female,7.2,No,Rural,71.9,Primary,49.0,Medium (5-10h),Fair (60-75%),Fail (<50),5.975609756097562
Male,5.4,Yes,Rural,60.6,Primary,58.8,Medium (5-10h),Fair (60-75%),Pass (50-70),9.187499999999998
Male,15.0,No,Rural,84.4,Secondary,94.1,High (10-15h),Good (75-90%),Excellent (85+),5.88125
Male,6.4,No,Urban,92.0,Primary,62.1,Medium (5-10h),Excellent (90%+),Pass (50-70),8.391891891891891
Male,11.8,No,Urban,59.6,Secondary,64.6,High (10-15h),Poor (<60%),Pass (50-70),5.046874999999999
Female,6.4,No,Urban,98.6,Primary,65.4,Medium (5-10h),Excellent (90%+),Pass (50-70),8.837837837837839
Female,7.0,No,Urban,51.4,,51.9,Medium (5-10h),Poor (<60%),Pass (50-70),6.4875
Female,14.5,Yes,Urban,65.2,Secondary,100.0,High (10-15h),Fair (60-75%),Excellent (85+),6.451612903225806
Male,9.0,Yes,Rural,84.1,Secondary,72.8,Medium (5-10h),Good (75-90%),Good (70-85),7.279999999999999
Female,10.2,No,Rural,97.4,,69.4,High (10-15h),Excellent (90%+),Pass (50-70),6.196428571428572
Male,14.0,Yes,Rural,66.6,Secondary,91.8,High (10-15h),Fair (60-75%),Excellent (85+),6.12
Female,16.0,No,Rural,96.3,Secondary,92.1,Very High (15h+),Excellent (90%+),Excellent (85+),5.417647058823529
Male,14.6,No,Urban,92.0,Primary,90.2,High (10-15h),Excellent (90%+),Excellent (85+),5.782051282051282
Male,11.6,No,Rural,95.8,Primary,71.8,High (10-15h),Excellent (90%+),Good (70-85),5.698412698412699
Male,12.9,No,Urban,60.3,Primary,67.3,High (10-15h),Fair (60-75%),Pass (50-70),4.841726618705036
Male,10.0,Yes,Urban,87.6,Tertiary,89.4,Medium (5-10h),Good (75-90%),Excellent (85+),8.127272727272727
Female,2.9,No,Rural,53.5,,30.4,Low (0-5h),Poor (<60%),Fail (<50),7.794871794871795
Female,11.1,Yes,Urban,70.3,Primary,89.9,High (10-15h),Fair (60-75%),Excellent (85+),7.429752066115703
Female,11.2,No,Urban,79.9,Secondary,75.9,High (10-15h),Good (75-90%),Good (70-85),6.221311475409837
Male,8.3,Yes,Urban,54.5,Secondary,69.9,Medium (5-10h),Poor (<60%),Pass (50-70),7.516129032258065
Female,7.9,No,Urban,97.1,Secondary,70.4,Medium (5-10h),Excellent (90%+),Good (70-85),7.9101123595505625
Male,16.0,No,Urban,51.2,Primary,87.5,Very High (15h+),Poor (<60%),Excellent (85+),5.147058823529412
Male,6.4,Yes,Urban,52.6,Primary,55.5,Medium (5-10h),Poor (<60%),Pass (50-70),7.5
Female,9.8,No,Rural,56.9,Secondary,62.3,Medium (5-10h),Poor (<60%),Pass (50-70),5.768518518518518
Female,12.5,No,Urban,87.2,Tertiary,83.7,High (10-15h),Good (75-90%),Good (70-85),6.2
Female,5.1,No,Urban,70.0,Tertiary,49.0,Medium (5-10h),Fair (60-75%),Fail (<50),8.032786885245901
Male,8.6,No,Urban,77.7,Tertiary,70.8,Medium (5-10h),Good (75-90%),Good (70-85),7.375
Female,12.0,No,Urban,79.5,Secondary,80.2,High (10-15h),Good (75-90%),Good (70-85),6.1692307692307695
Female,6.6,Yes,Urban,85.0,Primary,73.8,Medium (5-10h),Good (75-90%),Good (70-85),9.710526315789474
Male,5.6,No,Rural,91.1,Secondary,54.0,Medium (5-10h),Excellent (90%+),Pass (50-70),8.181818181818182
Female,14.5,Yes,Rural,61.1,Tertiary,93.7,High (10-15h),Fair (60-75%),Excellent (85+),6.04516129032258
Male,12.2,Yes,Rural,79.8,Primary,82.6,High (10-15h),Good (75-90%),Good (70-85),6.257575757575758
Female,2.0,Yes,Urban,73.8,,51.4,Low (0-5h),Fair (60-75%),Pass (50-70),17.133333333333333
Female,7.9,No,Rural,65.7,Primary,49.3,Medium (5-10h),Fair (60-75%),Fail (<50),5.539325842696629
Male,16.0,No,Urban,80.9,Secondary,83.5,Very High (15h+),Good (75-90%),Good (70-85),4.911764705882353
Male,4.1,No,Urban,74.3,Secondary,46.1,Low (0-5h),Fair (60-75%),Fail (<50),9.039215686274511
Female,14.7,Yes,Rural,79.4,,92.2,High (10-15h),Good (75-90%),Excellent (85+),5.872611464968153
Female,10.7,No,Urban,73.1,Secondary,75.6,High (10-15h),Fair (60-75%),Good (70-85),6.461538461538462
Male,9.4,No,Rural,75.4,Primary,63.6,Medium (5-10h),Good (75-90%),Pass (50-70),6.115384615384615
Female,3.1,No,Rural,56.0,Secondary,31.7,Low (0-5h),Poor (<60%),Fail (<50),7.731707317073171
Female,10.8,No,Urban,92.3,Secondary,78.4,High (10-15h),Excellent (90%+),Good (70-85),6.6440677966101696
Female,8.9,Yes,Urban,53.0,Secondary,76.1,Medium (5-10h),Poor (<60%),Good (70-85),7.686868686868686
Female,12.7,No,Rural,79.9,Secondary,71.1,High (10-15h),Good (75-90%),Good (70-85),5.18978102189781
Female,10.7,Yes,Urban,69.9,,86.7,High (10-15h),Fair (60-75%),Excellent (85+),7.410256410256411
Female,8.7,Yes,Urban,59.9,Primary,82.2,Medium (5-10h),Poor (<60%),Good (70-85),8.474226804123711
Male,14.9,No,Urban,72.1,Secondary,83.9,High (10-15h),Fair (60-75%),Good (70-85),5.276729559748428
Male,9.0,No,Urban,71.5,Secondary,56.2,Medium (5-10h),Fair (60-75%),Pass (50-70),5.62
Female,12.0,No,Urban,78.2,Tertiary,73.8,High (10-15h),Good (75-90%),Good (70-85),5.676923076923076
Male,15.1,No,Urban,61.2,Tertiary,89.8,Very High (15h+),Fair (60-75%),Excellent (85+),5.577639751552795
Female,9.1,No,Rural,85.4,Secondary,63.2,Medium (5-10h),Good (75-90%),Pass (50-70),6.257425742574258
Male,3.7,Yes,Urban,92.1,Secondary,66.4,Low (0-5h),Excellent (90%+),Pass (50-70),14.127659574468085
Male,14.3,No,Urban,84.9,,88.6,High (10-15h),Good (75-90%),Excellent (85+),5.790849673202613
Female,8.2,No,Urban,92.8,Secondary,71.4,Medium (5-10h),Excellent (90%+),Good (70-85),7.7608695652173925
Female,12.5,No,Urban,74.9,Secondary,79.5,High (10-15h),Fair (60-75%),Good (70-85),5.888888888888889
Female,8.2,Yes,Urban,50.1,Secondary,77.8,Medium (5-10h),Poor (<60%),Good (70-85),8.456521739130435
Female,7.2,No,Rural,79.6,Tertiary,60.3,Medium (5-10h),Good (75-90%),Pass (50-70),7.353658536585366
Female,8.4,Yes,Rural,99.3,Tertiary,84.1,Medium (5-10h),Excellent (90%+),Good (70-85),8.946808510638297
Male,7.0,Yes,Urban,66.0,Primary,71.7,Medium (5-10h),Fair (60-75%),Good (70-85),8.9625
Female,5.9,No,Urban,99.8,Primary,60.2,Medium (5-10h),Excellent (90%+),Pass (50-70),8.72463768115942
Female,10.9,No,Rural,57.9,Secondary,76.3,High (10-15h),Poor (<60%),Good (70-85),6.411764705882352
Female,7.9,No,Rural,52.6,Secondary,50.4,Medium (5-10h),Poor (<60%),Pass (50-70),5.662921348314606
Male,16.0,Yes,Urban,66.6,Secondary,100.0,Very High (15h+),Fair (60-75%),Excellent (85+),5.882352941176471
Male,6.1,No,Urban,68.8,,53.9,Medium (5-10h),Fair (60-75%),Pass (50-70),7.591549295774648
Female,16.0,Yes,Urban,70.9,Secondary,100.0,Very High (15h+),Fair (60-75%),Excellent (85+),5.882352941176471
Female,4.9,Yes,Urban,76.7,Tertiary,61.0,Low (0-5h),Good (75-90%),Pass (50-70),10.338983050847457
Male,10.6,Yes,Rural,68.1,Secondary,90.2,High (10-15h),Fair (60-75%),Excellent (85+),7.775862068965518
Female,12.3,Yes,Rural,91.5,Tertiary,100.0,High (10-15h),Excellent (90%+),Excellent (85+),7.518796992481203
Female,13.3,No,Rural,62.4,Secondary,78.8,High (10-15h),Fair (60-75%),Good (70-85),5.51048951048951
Female,7.1,Yes,Urban,79.6,Secondary,76.5,Medium (5-10h),Good (75-90%),Good (70-85),9.444444444444445
Male,7.1,No,Rural,83.3,Tertiary,57.5,Medium (5-10h),Good (75-90%),Pass (50-70),7.098765432098766
Male,7.8,No,Rural,68.7,Secondary,52.4,Medium (5-10h),Fair (60-75%),Pass (50-70),5.954545454545454
Male,8.3,No,Rural,60.3,Tertiary,57.4,Medium (5-10h),Fair (60-75%),Pass (50-70),6.172043010752687
Female,4.6,Yes,Rural,90.0,Primary,55.0,Low (0-5h),Good (75-90%),Pass (50-70),9.821428571428571
Male,10.9,No,Urban,67.7,Primary,66.9,High (10-15h),Fair (60-75%),Pass (50-70),5.621848739495799
Male,5.3,Yes,Urban,62.9,Primary,56.9,Medium (5-10h),Fair (60-75%),Pass (50-70),9.031746031746032
Male,9.2,No,Rural,88.1,Secondary,68.6,Medium (5-10h),Good (75-90%),Pass (50-70),6.7254901960784315
Male,7.3,Yes,Rural,71.4,Secondary,76.0,Medium (5-10h),Fair (60-75%),Good (70-85),9.156626506024095
Male,10.5,No,Rural,88.4,Tertiary,77.0,High (10-15h),Good (75-90%),Good (70-85),6.695652173913044
Male,8.0,No,Urban,87.0,Secondary,67.8,Medium (5-10h),Good (75-90%),Pass (50-70),7.533333333333333
Female,14.2,Yes,Urban,50.9,Secondary,95.3,High (10-15h),Poor (<60%),Excellent (85+),6.269736842105263
Female,10.0,No,Urban,86.3,Secondary,72.2,Medium (5-10h),Good (75-90%),Good (70-85),6.5636363636363635
Female,6.2,No,Urban,60.3,Secondary,48.9,Medium (5-10h),Fair (60-75%),Fail (<50),6.791666666666666
Male,10.2,No,Rural,82.4,Secondary,63.4,High (10-15h),Good (75-90%),Pass (50-70),5.660714285714286
Male,13.8,No,Rural,66.0,Secondary,77.8,High (10-15h),Fair (60-75%),Good (70-85),5.256756756756756
Female,15.7,Yes,Urban,76.4,Secondary,100.0,Very High (15h+),Good (75-90%),Excellent (85+),5.9880239520958085
Female,12.8,No,Urban,77.3,Secondary,85.1,High (10-15h),Good (75-90%),Excellent (85+),6.166666666666666
Female,9.8,Yes,Rural,92.2,,87.0,Medium (5-10h),Excellent (90%+),Excellent (85+),8.055555555555555
Male,10.0,No,Urban,72.0,Primary,69.7,Medium (5-10h),Fair (60-75%),Pass (50-70),6.336363636363637
Female,9.7,Yes,Urban,50.5,Secondary,73.1,Medium (5-10h),Poor (<60%),Good (70-85),6.831775700934579
Male,11.4,No,Urban,87.1,,66.0,High (10-15h),Good (75-90%),Pass (50-70),5.32258064516129
Female,14.6,No,Urban,79.4,Secondary,93.9,High (10-15h),Good (75-90%),Excellent (85+),6.01923076923077
Male,5.0,No,Urban,89.1,Tertiary,50.8,Low (0-5h),Good (75-90%),Pass (50-70),8.466666666666667
Female,12.4,Yes,Urban,69.0,Secondary,95.0,High (10-15h),Fair (60-75%),Excellent (85+),7.08955223880597
Female,2.5,No,Urban,92.7,Tertiary,43.5,Low (0-5h),Excellent (90%+),Fail (<50),12.428571428571429
Female,8.8,No,Urban,98.5,Primary,75.1,Medium (5-10h),Excellent (90%+),Good (70-85),7.663265306122448
Male,7.8,No,Rural,57.2,Secondary,53.2,Medium (5-10h),Poor (<60%),Pass (50-70),6.045454545454545
Female,4.7,No,Urban,97.1,Tertiary,52.3,Low (0-5h),Excellent (90%+),Pass (50-70),9.175438596491228
Male,10.1,Yes,Urban,72.7,Secondary,85.1,High (10-15h),Fair (60-75%),Excellent (85+),7.666666666666666
Male,10.3,No,Urban,88.1,Secondary,78.3,High (10-15h),Good (75-90%),Good (70-85),6.929203539823008
Female,14.7,No,Urban,50.6,Tertiary,72.6,High (10-15h),Poor (<60%),Good (70-85),4.62420382165605
Male,10.1,No,Rural,87.9,Secondary,70.1,High (10-15h),Good (75-90%),Good (70-85),6.315315315315315
Female,12.2,No,Urban,65.6,,74.0,High (10-15h),Fair (60-75%),Good (70-85),5.606060606060606
Male,7.3,No,Rural,85.6,Tertiary,66.6,Medium (5-10h),Good (75-90%),Pass (50-70),8.024096385542167
Male,8.5,No,Urban,57.8,Secondary,63.7,Medium (5-10h),Poor (<60%),Pass (50-70),6.705263157894737
Female,9.9,No,Urban,90.2,Primary,76.9,Medium (5-10h),Excellent (90%+),Good (70-85),7.055045871559633
Male,8.8,Yes,Urban,61.0,Tertiary,77.8,Medium (5-10h),Fair (60-75%),Good (70-85),7.9387755102040805
Male,5.4,Yes,Rural,73.6,Secondary,64.5,Medium (5-10h),Fair (60-75%),Pass (50-70),10.078125
Male,11.2,No,Rural,51.8,Primary,63.0,High (10-15h),Poor (<60%),Pass (50-70),5.163934426229509
Male,5.5,No,Rural,84.0,Primary,52.8,Medium (5-10h),Good (75-90%),Pass (50-70),8.123076923076923
Male,3.9,No,Urban,54.8,Secondary,41.1,Low (0-5h),Poor (<60%),Fail (<50),8.387755102040815
Male,14.4,Yes,Urban,85.0,Tertiary,100.0,High (10-15h),Good (75-90%),Excellent (85+),6.4935064935064934
